,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
8946,8947,277000,2/23/2024,"4321 E Vineyard Rd, Phoenix, AZ, 85042",1584.0,sqft,174.87,6146.0,sqft,4.0,2.0,4321 E Vineyard Rd,Phoenix,85042,1,"4321 E VINEYARD RD, PHOENIX, AZ, 85042",-111.98762089851198,33.38574595416782
8947,8948,277000,1/17/2023,"221 W Utopia Rd, Phoenix, AZ, 85027",1353.0,sqft,204.73,7503.0,sqft,3.0,2.0,221 W Utopia Rd,Phoenix,85027,1,"221 W UTOPIA RD, PHOENIX, AZ, 85027",-112.07705617173542,33.6618995583417
8948,8949,277000,7/9/2021,"1801 W Westcott Dr, Phoenix, AZ, 85027",1144.0,sqft,242.13,8923.0,sqft,3.0,2.0,1801 W Westcott Dr,Phoenix,85027,1,"1801 W WESCOTT DR, PHOENIX, AZ, 85027",-112.09754179643505,33.658272559919396
8949,8950,277025,6/30/2021,"4113 S 67th Ave, Phoenix, AZ, 85043",1535.0,sqft,180.47,5092.0,sqft,,2.33,4113 S 67th Ave,Phoenix,85043,1,"4113 S 67TH AVE, PHOENIX, AZ, 85043",-112.2040244777478,33.410313808397575
8950,8951,277140,5/28/2021,"7857 W Miami St, Phoenix, AZ, 85043",1717.0,sqft,161.41,5174.0,sqft,4.0,2.0,7857 W Miami St,Phoenix,85043,1,,,
8951,8952,277500,11/17/2023,"18626 N 28th Way, Phoenix, AZ, 85050",2129.0,sqft,130.34,6224.0,sqft,4.0,2.0,18626 N 28th Way,Phoenix,85050,1,"18626 N 28TH WAY, PHOENIX, AZ, 85050",-112.02059180958315,33.65569521962675
8952,8953,277655,3/4/2022,"2249 E Vista Dr, Phoenix, AZ, 85022",1486.0,sqft,186.85,6837.0,sqft,,2.0,2249 E Vista Dr,Phoenix,85022,1,"2249 E VISTA DR, PHOENIX, AZ, 85022",-112.03429088131628,33.62169585791423
8953,8954,277691,12/17/2021,"4811 N 84th Ln, Phoenix, AZ, 85037",870.0,sqft,319.19,4199.0,sqft,2.0,2.0,4811 N 84th Ln,Phoenix,85037,1,"4811 N 84TH LN, PHOENIX, AZ, 85037",-112.24153022919705,33.507325170984586
8954,8955,277914,9/7/2021,"3035 S 78th Ln, Phoenix, AZ, 85043",1698.0,sqft,163.67,5181.0,sqft,,2.0,3035 S 78th Ln,Phoenix,85043,1,,,
8955,8956,278000,6/2/2021,"5130 W Berkeley Rd, Phoenix, AZ, 85035",1230.0,sqft,226.02,6055.0,sqft,3.0,2.0,5130 W Berkeley Rd,Phoenix,85035,1,"5130 W BERKELEY RD, PHOENIX, AZ, 85035",-112.17040995609318,33.468282973117255
